cumulative_customer_pct,cumulative_revenue_pct
26.7943,82.85
26.8113,82.86
26.8284,82.88
26.8455,82.89
26.8626,82.9
26.8797,82.91
26.8968,82.92
26.9139,82.94
26.931,82.95
26.9481,82.96
26.9651,82.97
26.9822,82.98
26.9993,83.0
27.0164,83.01
27.0335,83.02
27.0506,83.03
27.0677,83.04
27.0848,83.06
27.1018,83.07
27.1189,83.08
27.136,83.09
27.1531,83.1
27.1702,83.11
27.1873,83.13
27.2044,83.14
27.2215,83.15
27.2386,83.16
27.2556,83.17
27.2727,83.19
27.2898,83.2
27.3069,83.21
27.324,83.22
27.3411,83.23
27.3582,83.24
27.3753,83.26
27.3923,83.27
27.4094,83.28
27.4265,83.29
27.4436,83.3
27.4607,83.32
27.4778,83.33
27.4949,83.34
27.512,83.35
27.529,83.36
27.5461,83.37
27.5632,83.39
27.5803,83.4
27.5974,83.41
27.6145,83.42
27.6316,83.43
27.6487,83.44
27.6658,83.46
27.6828,83.47
27.6999,83.48
27.717,83.49
27.7341,83.5
27.7512,83.51
27.7683,83.53
27.7854,83.54
27.8025,83.55
27.8195,83.56
27.8366,83.57
27.8537,83.58
27.8708,83.59
27.8879,83.61
27.905,83.62
27.9221,83.63
27.9392,83.64
27.9563,83.65
27.9733,83.66
27.9904,83.68
28.0075,83.69
28.0246,83.7
28.0417,83.71
28.0588,83.72
28.0759,83.73
28.093,83.74
28.11,83.76
28.1271,83.77
28.1442,83.78
28.1613,83.79
28.1784,83.8
28.1955,83.81
28.2126,83.82
28.2297,83.84
28.2468,83.85
28.2638,83.86
28.2809,83.87
28.298,83.88
28.3151,83.89
28.3322,83.9
28.3493,83.91
28.3664,83.93
28.3835,83.94
28.4005,83.95
28.4176,83.96
28.4347,83.97
28.4518,83.98
28.4689,83.99
28.486,84.0
28.5031,84.02
28.5202,84.03
28.5373,84.04
28.5543,84.05
28.5714,84.06
28.5885,84.07
28.6056,84.08
28.6227,84.09
28.6398,84.1
28.6569,84.12
28.674,84.13
28.691,84.14
28.7081,84.15
28.7252,84.16
28.7423,84.17
28.7594,84.18
28.7765,84.19
28.7936,84.2
28.8107,84.22
28.8278,84.23
28.8448,84.24
28.8619,84.25
28.879,84.26
28.8961,84.27
28.9132,84.28
28.9303,84.29
28.9474,84.3
28.9645,84.31
28.9815,84.33
28.9986,84.34
29.0157,84.35
29.0328,84.36
29.0499,84.37
29.067,84.38
29.0841,84.39
29.1012,84.4
29.1183,84.41
29.1353,84.42
29.1524,84.44
29.1695,84.45
29.1866,84.46
29.2037,84.47
29.2208,84.48
29.2379,84.49
29.255,84.5
29.272,84.51
29.2891,84.52
29.3062,84.53
29.3233,84.54
29.3404,84.55
29.3575,84.57
29.3746,84.58
29.3917,84.59
29.4087,84.6
29.4258,84.61
29.4429,84.62
29.46,84.63
29.4771,84.64
29.4942,84.65
29.5113,84.66
29.5284,84.67
29.5455,84.68
29.5625,84.69
29.5796,84.71
29.5967,84.72
29.6138,84.73
29.6309,84.74
29.648,84.75
29.6651,84.76
29.6822,84.77
29.6992,84.78
29.7163,84.79
29.7334,84.8
29.7505,84.81
29.7676,84.82
29.7847,84.83
29.8018,84.84
29.8189,84.85
29.836,84.86
29.853,84.87
29.8701,84.88
29.8872,84.9
29.9043,84.91
29.9214,84.92
29.9385,84.93
29.9556,84.94
29.9727,84.95
29.9897,84.96
30.0068,84.97
30.0239,84.98
30.041,84.99
30.0581,85.0
30.0752,85.01
30.0923,85.02
30.1094,85.03
30.1265,85.04
30.1435,85.05
30.1606,85.06
30.1777,85.07
30.1948,85.08
30.2119,85.09
30.229,85.1
30.2461,85.12
30.2632,85.13
30.2802,85.14
30.2973,85.15
30.3144,85.16
30.3315,85.17
30.3486,85.18
30.3657,85.19
30.3828,85.2
30.3999,85.21
30.417,85.22
30.434,85.23
30.4511,85.24
30.4682,85.25
30.4853,85.26
30.5024,85.27
30.5195,85.28
30.5366,85.29
30.5537,85.3
30.5707,85.31
30.5878,85.32
30.6049,85.33
30.622,85.34
30.6391,85.35
30.6562,85.36
30.6733,85.37
30.6904,85.38
30.7075,85.39
30.7245,85.4
30.7416,85.41
30.7587,85.42
30.7758,85.43
30.7929,85.44
30.81,85.45
30.8271,85.46
30.8442,85.48
30.8612,85.49
30.8783,85.5
30.8954,85.51
30.9125,85.52
30.9296,85.53
30.9467,85.54
30.9638,85.55
30.9809,85.56
30.9979,85.57
31.015,85.58
31.0321,85.59
31.0492,85.6
31.0663,85.61
31.0834,85.62
31.1005,85.63
31.1176,85.64
31.1347,85.65
31.1517,85.66
31.1688,85.67
31.1859,85.68
31.203,85.69
31.2201,85.7
31.2372,85.71
31.2543,85.72
31.2714,85.73
31.2884,85.74
31.3055,85.75
31.3226,85.76
31.3397,85.77
31.3568,85.78
31.3739,85.79
31.391,85.8
31.4081,85.81
31.4252,85.82
31.4422,85.83
31.4593,85.84
31.4764,85.85
31.4935,85.86
31.5106,85.87
31.5277,85.88
31.5448,85.89
31.5619,85.9
31.5789,85.91
31.596,85.92
31.6131,85.93
31.6302,85.94
31.6473,85.94
31.6644,85.95
31.6815,85.96
31.6986,85.97
31.7157,85.98
31.7327,85.99
31.7498,86.0
31.7669,86.01
31.784,86.02
31.8011,86.03
31.8182,86.04
31.8353,86.05
31.8524,86.06
31.8694,86.07
31.8865,86.08
31.9036,86.09
31.9207,86.1
31.9378,86.11
31.9549,86.12
31.972,86.13
31.9891,86.14
32.0062,86.15
32.0232,86.16
32.0403,86.17
32.0574,86.18
32.0745,86.19
32.0916,86.2
32.1087,86.21
32.1258,86.22
32.1429,86.23
32.1599,86.24
32.177,86.25
32.1941,86.26
32.2112,86.27
32.2283,86.28
32.2454,86.29
32.2625,86.3
32.2796,86.31
32.2967,86.32
32.3137,86.32
32.3308,86.33
32.3479,86.34
32.365,86.35
32.3821,86.36
32.3992,86.37
32.4163,86.38
32.4334,86.39
32.4504,86.4
32.4675,86.41
32.4846,86.42
32.5017,86.43
32.5188,86.44
32.5359,86.45
32.553,86.46
32.5701,86.47
32.5871,86.48
32.6042,86.49
32.6213,86.5
32.6384,86.51
32.6555,86.52
32.6726,86.53
32.6897,86.54
32.7068,86.54
32.7239,86.55
32.7409,86.56
32.758,86.57
32.7751,86.58
32.7922,86.59
32.8093,86.6
32.8264,86.61
32.8435,86.62
32.8606,86.63
32.8776,86.64
32.8947,86.65
32.9118,86.66
32.9289,86.67
32.946,86.68
32.9631,86.69
32.9802,86.69
32.9973,86.7
33.0144,86.71
33.0314,86.72
33.0485,86.73
33.0656,86.74
33.0827,86.75
33.0998,86.76
33.1169,86.77
33.134,86.78
33.1511,86.79
33.1681,86.8
33.1852,86.81
33.2023,86.82
33.2194,86.82
33.2365,86.83
33.2536,86.84
33.2707,86.85
33.2878,86.86
33.3049,86.87
33.3219,86.88
33.339,86.89
33.3561,86.9
33.3732,86.91
33.3903,86.92
33.4074,86.93
33.4245,86.94
33.4416,86.94
33.4586,86.95
33.4757,86.96
33.4928,86.97
33.5099,86.98
33.527,86.99
33.5441,87.0
33.5612,87.01
33.5783,87.02
33.5954,87.03
33.6124,87.04
33.6295,87.05
33.6466,87.05
33.6637,87.06
33.6808,87.07
33.6979,87.08
33.715,87.09
33.7321,87.1
33.7491,87.11
33.7662,87.12
33.7833,87.13
33.8004,87.14
33.8175,87.15
33.8346,87.15
33.8517,87.16
33.8688,87.17
33.8859,87.18
33.9029,87.19
33.92,87.2
33.9371,87.21
33.9542,87.22
33.9713,87.23
33.9884,87.24
34.0055,87.24
34.0226,87.25
34.0396,87.26
34.0567,87.27
34.0738,87.28
34.0909,87.29
34.108,87.3
34.1251,87.31
34.1422,87.32
34.1593,87.32
34.1763,87.33
34.1934,87.34
34.2105,87.35
34.2276,87.36
34.2447,87.37
34.2618,87.38
34.2789,87.39
34.296,87.4
34.3131,87.4
34.3301,87.41
34.3301,87.42
34.3643,87.43
34.3814,87.44
34.3985,87.45
34.4156,87.46
34.4327,87.47
34.4498,87.48
34.4668,87.48
34.4839,87.49
34.501,87.5
34.5181,87.51
34.5352,87.52
34.5523,87.53
34.5694,87.54
34.5865,87.55
34.6036,87.55
34.6206,87.56
34.6377,87.57
34.6548,87.58
34.6719,87.59
34.689,87.6
34.7061,87.61
34.7232,87.61
34.7403,87.62
34.7573,87.63
34.7744,87.64
34.7915,87.65
34.8086,87.66
34.8257,87.67
34.8428,87.68
34.8599,87.68
34.877,87.69
34.8941,87.7
34.9111,87.71
34.9282,87.72
34.9453,87.73
34.9624,87.74
34.9795,87.74
34.9966,87.75
35.0137,87.76
35.0308,87.77
35.0478,87.78
35.0649,87.79
35.082,87.8
35.0991,87.8
35.1162,87.81
35.1333,87.82
35.1504,87.83
35.1675,87.84
35.1846,87.85
35.2016,87.86
35.2187,87.86
35.2358,87.87
35.2529,87.88
35.27,87.89
35.2871,87.9
35.3042,87.91
35.3213,87.92
35.3383,87.92
35.3554,87.93
35.3725,87.94
35.3896,87.95
35.4067,87.96
35.4238,87.97
35.4409,87.97
35.458,87.98
35.4751,87.99
35.4921,88.0
35.5092,88.01
35.5263,88.02
35.5434,88.02
35.5605,88.03
35.5776,88.04
35.5947,88.05
35.6118,88.06
35.6288,88.07
35.6459,88.07
35.663,88.08
35.6801,88.09
35.6972,88.1
35.7143,88.11
35.7314,88.12
35.7485,88.12
35.7656,88.13
35.7826,88.14
35.7997,88.15
35.8168,88.16
35.8339,88.17
35.851,88.17
35.8681,88.18
35.8852,88.19
35.9023,88.2
35.9193,88.21
35.9364,88.22
35.9535,88.22
35.9706,88.23
35.9877,88.24
36.0048,88.25
36.0219,88.26
36.039,88.26
36.056,88.27
36.0731,88.28
36.0902,88.29
36.1073,88.3
36.1244,88.31
36.1415,88.31
36.1586,88.32
36.1757,88.33
36.1928,88.34
36.2098,88.35
36.2269,88.35
36.244,88.36
36.2611,88.37
36.2782,88.38
36.2953,88.39
36.3124,88.4
36.3295,88.4
36.3465,88.41
36.3636,88.42
36.3807,88.43
36.3978,88.44
36.4149,88.44
36.432,88.45
36.4491,88.46
36.4662,88.47
36.4833,88.48
36.5003,88.48
36.5174,88.49
36.5345,88.5
36.5516,88.51
36.5687,88.52
36.5858,88.52
36.6029,88.53
36.62,88.54
36.637,88.55
36.6541,88.56
36.6712,88.57
36.6883,88.57
36.7054,88.58
36.7225,88.59
36.7396,88.6
36.7567,88.61
36.7738,88.61
36.7908,88.62
36.8079,88.63
36.825,88.64
36.8421,88.64
36.8592,88.65
36.8763,88.66
36.8934,88.67
36.9105,88.68
36.9275,88.68
36.9446,88.69
36.9617,88.7
36.9788,88.71
36.9959,88.72
37.013,88.72
37.0301,88.73
37.0472,88.74
37.0643,88.75
37.0813,88.76
37.0984,88.76
37.1155,88.77
37.1326,88.78
37.1497,88.79
37.1668,88.8
37.1839,88.8
37.201,88.81
37.218,88.82
37.2351,88.83
37.2522,88.83
37.2693,88.84
37.2864,88.85
37.3035,88.86
37.3206,88.87
37.3377,88.87
37.3548,88.88
37.3718,88.89
37.3889,88.9
37.406,88.9
37.4231,88.91
37.4402,88.92
37.4573,88.93
37.4744,88.94
37.4915,88.94
37.5085,88.95
37.5256,88.96
37.5427,88.97
37.5598,88.97
37.5769,88.98
37.594,88.99
37.6111,89.0
37.6282,89.01
37.6452,89.01
37.6623,89.02
37.6794,89.03
37.6965,89.04
37.7136,89.04
37.7307,89.05
37.7478,89.06
37.7649,89.07
37.782,89.07
37.799,89.08
37.8161,89.09
37.8332,89.1
37.8503,89.1
37.8674,89.11
37.8845,89.12
37.9016,89.13
37.9187,89.14
37.9357,89.14
37.9528,89.15
37.9699,89.16
37.987,89.17
38.0041,89.17
38.0212,89.18
38.0383,89.19
38.0554,89.2
38.0725,89.2
38.0895,89.21
38.1066,89.22
38.1237,89.23
38.1408,89.23
38.1579,89.24
38.175,89.25
38.1921,89.26
38.2092,89.26
38.2092,89.27
38.2433,89.28
38.2604,89.29
38.2775,89.29
38.2946,89.3
38.3117,89.31
38.3288,89.32
38.3459,89.32
38.363,89.33
38.38,89.34
38.3971,89.35
38.4142,89.35
38.4313,89.36
38.4484,89.37
38.4655,89.38
38.4826,89.38
38.4997,89.39
38.5167,89.4
38.5338,89.41
38.5509,89.41
38.568,89.42
38.5851,89.43
38.6022,89.43
38.6193,89.44
38.6364,89.45
38.6535,89.46
38.6705,89.46
38.6876,89.47
38.7047,89.48
38.7218,89.49
38.7389,89.49
38.756,89.5
38.7731,89.51
38.7902,89.52
38.8072,89.52
38.8243,89.53
38.8414,89.54
38.8585,89.55
38.8756,89.55
38.8927,89.56
38.9098,89.57
38.9269,89.57
38.944,89.58
38.961,89.59
38.9781,89.6
38.9952,89.6
39.0123,89.61
39.0294,89.62
39.0465,89.63
39.0636,89.63
39.0807,89.64
39.0977,89.65
39.0977,89.66
39.1319,89.66
39.149,89.67
39.1661,89.68
39.1832,89.68
39.2003,89.69
39.2174,89.7
39.2344,89.71
39.2515,89.71
39.2686,89.72
39.2857,89.73
39.3028,89.74
39.3199,89.74
39.337,89.75
39.3541,89.76
39.3712,89.76
39.3882,89.77
39.4053,89.78
39.4224,89.79
39.4395,89.79
39.4566,89.8
39.4737,89.81
39.4908,89.81
39.5079,89.82
39.5249,89.83
39.542,89.84
39.5591,89.84
39.5762,89.85
39.5933,89.86
39.6104,89.87
39.6275,89.87
39.6446,89.88
39.6617,89.89
39.6787,89.89
39.6958,89.9
39.7129,89.91
39.73,89.92
39.7471,89.92
39.7642,89.93
39.7813,89.94
39.7984,89.94
39.8154,89.95
39.8325,89.96
39.8496,89.97
39.8667,89.97
39.8838,89.98
39.9009,89.99
39.918,89.99
39.9351,90.0
39.9522,90.01
39.9692,90.01
39.9863,90.02
40.0034,90.03
40.0205,90.04
40.0376,90.04
40.0547,90.05
40.0718,90.06
40.0889,90.06
40.1059,90.07
40.123,90.08
40.1401,90.09
40.1572,90.09
40.1743,90.1
40.1914,90.11
40.2085,90.11
40.2256,90.12
40.2427,90.13
40.2597,90.13
40.2768,90.14
40.2939,90.15
40.311,90.16
40.3281,90.16
40.3452,90.17
40.3623,90.18
40.3794,90.18
40.3964,90.19
40.4135,90.2
40.4306,90.2
40.4477,90.21
40.4648,90.22
40.4819,90.22
40.499,90.23
40.5161,90.24
40.5332,90.25
40.5502,90.25
40.5673,90.26
40.5844,90.27
40.6015,90.27
40.6186,90.28
40.6357,90.29
40.6528,90.29
40.6699,90.3
40.6869,90.31
40.704,90.31
40.7211,90.32
40.7382,90.33
40.7553,90.34
40.7724,90.34
40.7895,90.35
40.8066,90.36
40.8237,90.36
40.8407,90.37
40.8578,90.38
40.8749,90.38
40.892,90.39
40.9091,90.4
40.9262,90.4
40.9433,90.41
40.9604,90.42
40.9774,90.42
40.9945,90.43
41.0116,90.44
41.0287,90.45
41.0458,90.45
41.0629,90.46
41.08,90.47
41.0971,90.47
41.1141,90.48
41.1312,90.49
41.1483,90.49
41.1654,90.5
41.1825,90.51
41.1996,90.51
41.2167,90.52
41.2338,90.53
41.2509,90.53
41.2679,90.54
41.285,90.55
41.3021,90.55
41.3192,90.56
41.3363,90.57
41.3534,90.57
41.3705,90.58
41.3876,90.59
41.4046,90.59
41.4217,90.6
41.4388,90.61
41.4559,90.62
41.473,90.62
41.4901,90.63
41.5072,90.64
41.5243,90.64
41.5414,90.65
41.5584,90.66
41.5755,90.66
41.5926,90.67
41.6097,90.68
41.6268,90.68
41.6439,90.69
41.661,90.7
41.6781,90.7
41.6951,90.71
41.7122,90.72
41.7293,90.72
41.7464,90.73
41.7635,90.74
41.7806,90.74
41.7977,90.75
41.8148,90.76
41.8319,90.76
41.8489,90.77
41.866,90.78
41.8831,90.78
41.9002,90.79
41.9173,90.8
41.9344,90.8
41.9515,90.81
41.9686,90.82
41.9856,90.82
42.0027,90.83
42.0198,90.84
42.0369,90.84
42.054,90.85
42.0711,90.85
42.0882,90.86
42.1053,90.87
42.1224,90.87
42.1394,90.88
42.1565,90.89
42.1736,90.89
42.1907,90.9
42.2078,90.91
42.2249,90.91
42.242,90.92
42.2591,90.93
42.2761,90.93
42.2932,90.94
42.3103,90.95
42.3274,90.95
42.3445,90.96
42.3616,90.97
42.3787,90.97
42.3958,90.98
42.4129,90.99
42.4299,90.99
42.447,91.0
42.4641,91.01
42.4812,91.01
42.4983,91.02
42.5154,91.02
42.5325,91.03
42.5496,91.04
42.5666,91.04
42.5837,91.05
42.6008,91.06
42.6179,91.06
42.635,91.07
42.6521,91.08
42.6692,91.08
42.6863,91.09
42.7033,91.1
42.7204,91.1
42.7375,91.11
42.7546,91.11
42.7717,91.12
42.7888,91.13
42.8059,91.13
42.823,91.14
42.8401,91.15
42.8571,91.15
42.8742,91.16
42.8913,91.17
42.9084,91.17
42.9255,91.18
42.9426,91.19
42.9597,91.19
42.9768,91.2
42.9938,91.2
43.0109,91.21
43.028,91.22
43.0451,91.22
43.0622,91.23
43.0793,91.24
43.0964,91.24
43.1135,91.25
43.1306,91.26
43.1476,91.26
43.1647,91.27
43.1818,91.27
43.1989,91.28
43.216,91.29
43.2331,91.29
43.2502,91.3
43.2673,91.31
43.2843,91.31
43.3014,91.32
43.3185,91.32
43.3356,91.33
43.3527,91.34
43.3698,91.34
43.3869,91.35
43.404,91.36
43.4211,91.36
43.4381,91.37
43.4552,91.37
43.4723,91.38
43.4894,91.39
43.5065,91.39
43.5236,91.4
43.5407,91.41
43.5578,91.41
43.5748,91.42
43.5919,91.42
43.609,91.43
43.6261,91.44
43.6432,91.44
43.6603,91.45
43.6774,91.46
43.6945,91.46
43.7116,91.47
43.7286,91.47
43.7457,91.48
43.7628,91.49
43.7799,91.49
43.797,91.5
43.8141,91.51
43.8312,91.51
43.8483,91.52
43.8653,91.52
43.8824,91.53
43.8995,91.54
43.9166,91.54
43.9337,91.55
43.9508,91.56
43.9679,91.56
43.985,91.57
44.0021,91.57
44.0191,91.58
44.0362,91.59
44.0533,91.59
44.0704,91.6
44.0875,91.6
44.1046,91.61
44.1217,91.62
44.1388,91.62
44.1558,91.63
44.1729,91.64
44.19,91.64
44.2071,91.65
44.2242,91.65
44.2413,91.66
44.2584,91.67
44.2755,91.67
44.2925,91.68
44.3096,91.68
44.3267,91.69
44.3438,91.7
44.3609,91.7
44.378,91.71
44.3951,91.71
44.4122,91.72
44.4293,91.73
44.4463,91.73
44.4634,91.74
44.4805,91.74
44.4976,91.75
44.5147,91.76
44.5318,91.76
44.5489,91.77
44.566,91.78
44.583,91.78
44.6001,91.79
44.6172,91.79
44.6343,91.8
44.6514,91.81
44.6685,91.81
44.6856,91.82
44.7027,91.82
44.7198,91.83
44.7368,91.84
44.7539,91.84
44.771,91.85
44.7881,91.85
44.8052,91.86
44.8223,91.87
44.8394,91.87
44.8565,91.88
44.8735,91.88
44.8906,91.89
44.9077,91.9
44.9248,91.9
44.9419,91.91
44.959,91.91
44.9761,91.92
44.9932,91.93
45.0103,91.93
45.0273,91.94
45.0444,91.94
45.0615,91.95
45.0786,91.95
45.0957,91.96
45.1128,91.97
45.1299,91.97
45.147,91.98
45.164,91.98
45.1811,91.99
45.1982,92.0
45.2153,92.0
45.2324,92.01
45.2495,92.01
45.2666,92.02
45.2837,92.03
45.3008,92.03
45.3178,92.04
45.3349,92.04
45.352,92.05
45.3691,92.06
45.3862,92.06
45.4033,92.07
45.4204,92.07
45.4375,92.08
45.4545,92.08
45.4545,92.09
45.4887,92.1
45.5058,92.1
45.5229,92.11
45.54,92.11
45.5571,92.12
45.5742,92.13
45.5913,92.13
45.6083,92.14
45.6254,92.14
45.6425,92.15
45.6596,92.15
45.6767,92.16
45.6938,92.17
45.7109,92.17
45.728,92.18
45.745,92.18
45.7621,92.19
45.7792,92.2
45.7963,92.2
45.8134,92.21
45.8305,92.21
45.8476,92.22
45.8647,92.22
45.8817,92.23
45.8988,92.24
45.9159,92.24
45.933,92.25
45.9501,92.25
45.9672,92.26
45.9843,92.26
46.0014,92.27
46.0185,92.28
46.0355,92.28
46.0526,92.29
46.0697,92.29
46.0868,92.3
46.1039,92.3
46.121,92.31
46.1381,92.32
46.1552,92.32
46.1722,92.33
46.1893,92.33
46.2064,92.34
46.2235,92.35
46.2406,92.35
46.2577,92.36
46.2748,92.36
46.2919,92.37
46.309,92.37
46.326,92.38
46.3431,92.39
46.3602,92.39
46.3773,92.4
46.3944,92.4
46.4115,92.41
46.4286,92.41
46.4457,92.42
46.4627,92.42
46.4798,92.43
46.4969,92.44
46.514,92.44
46.5311,92.45
46.5482,92.45
46.5653,92.46
46.5824,92.46
46.5995,92.47
46.6165,92.48
46.6336,92.48
46.6507,92.49
46.6678,92.49
46.6849,92.5
46.702,92.5
46.7191,92.51
46.7362,92.52
46.7532,92.52
46.7703,92.53
46.7874,92.53
46.8045,92.54
46.8216,92.54
46.8387,92.55
46.8558,92.55
46.8729,92.56
46.89,92.57
46.907,92.57
46.9241,92.58
46.9412,92.58
46.9583,92.59
46.9754,92.59
46.9925,92.6
47.0096,92.6
47.0267,92.61
47.0437,92.62
47.0608,92.62
47.0779,92.63
47.095,92.63
47.1121,92.64
47.1292,92.64
47.1463,92.65
47.1634,92.65
47.1805,92.66
47.1975,92.67
47.2146,92.67
47.2317,92.68
47.2488,92.68
47.2659,92.69
47.283,92.69
47.3001,92.7
47.3172,92.7
47.3342,92.71
47.3513,92.71
47.3684,92.72
47.3855,92.73
47.4026,92.73
47.4197,92.74
47.4368,92.74
47.4539,92.75
47.471,92.75
47.488,92.76
47.5051,92.76
47.5222,92.77
47.5393,92.77
47.5564,92.78
47.5735,92.79
47.5906,92.79
47.6077,92.8
47.6247,92.8
47.6418,92.81
47.6589,92.81
47.676,92.82
47.6931,92.82
47.7102,92.83
47.7273,92.83
47.7444,92.84
47.7614,92.85
47.7785,92.85
47.7956,92.86
47.8127,92.86
47.8298,92.87
47.8469,92.87
47.864,92.88
47.8811,92.88
47.8982,92.89
47.9152,92.89
47.9323,92.9
47.9494,92.91
47.9665,92.91
47.9836,92.92
48.0007,92.92
48.0178,92.93
48.0349,92.93
48.0519,92.94
48.069,92.94
48.0861,92.95
48.1032,92.95
48.1203,92.96
48.1374,92.96
48.1545,92.97
48.1716,92.98
48.1887,92.98
48.2057,92.99
48.2228,92.99
48.2399,93.0
48.257,93.0
48.2741,93.01
48.2912,93.01
48.3083,93.02
48.3254,93.02
48.3424,93.03
48.3595,93.03
48.3766,93.04
48.3937,93.04
48.4108,93.05
48.4279,93.06
48.445,93.06
48.4621,93.07
48.4792,93.07
48.4962,93.08
48.5133,93.08
48.5304,93.09
48.5475,93.09
48.5646,93.1
48.5817,93.1
48.5988,93.11
48.6159,93.11
48.6329,93.12
48.65,93.12
48.6671,93.13
48.6842,93.13
48.7013,93.14
48.7184,93.15
48.7355,93.15
48.7526,93.16
48.7697,93.16
48.7867,93.17
48.8038,93.17
48.8209,93.18
48.838,93.18
48.8551,93.19
48.8722,93.19
48.8893,93.2
48.9064,93.2
48.9234,93.21
48.9405,93.21
48.9576,93.22
48.9747,93.22
48.9918,93.23
49.0089,93.23
49.026,93.24
49.0431,93.25
49.0602,93.25
49.0772,93.26
49.0943,93.26
49.1114,93.27
49.1285,93.27
49.1456,93.28
49.1627,93.28
49.1798,93.29
49.1969,93.29
49.2139,93.3
49.231,93.3
49.2481,93.31
49.2652,93.31
49.2823,93.32
49.2994,93.32
49.3165,93.33
49.3336,93.33
49.3506,93.34
49.3677,93.34
49.3848,93.35
49.4019,93.35
49.419,93.36
49.4361,93.37
49.4532,93.37
49.4703,93.38
49.4874,93.38
49.5044,93.39
49.5215,93.39
49.5386,93.4
49.5557,93.4
49.5728,93.41
49.5899,93.41
49.607,93.42
49.6241,93.42
49.6411,93.43
49.6582,93.43
49.6753,93.44
49.6924,93.44
49.7095,93.45
49.7266,93.45
49.7437,93.46
49.7608,93.46
49.7779,93.47
49.7949,93.47
49.812,93.48
49.8291,93.48
49.8462,93.49
49.8633,93.49
49.8804,93.5
49.8975,93.5
49.9146,93.51
49.9316,93.51
49.9487,93.52
49.9658,93.52
49.9829,93.53
50.0,93.53
50.0171,93.54
50.0342,93.54
50.0513,93.55
50.0684,93.55
50.0854,93.56
50.1025,93.56
50.1196,93.57
50.1367,93.57
50.1538,93.58
50.1709,93.58
50.188,93.59
50.2051,93.59
50.2221,93.6
50.2392,93.6
50.2563,93.61
50.2734,93.61
50.2905,93.62
50.3076,93.62
50.3247,93.63
50.3418,93.63
50.3589,93.64
50.3759,93.64
50.393,93.65
50.4101,93.65
50.4272,93.66
50.4443,93.66
50.4614,93.67
50.4785,93.67
50.4956,93.68
50.5126,93.68
50.5297,93.69
50.5468,93.69
50.5639,93.7
50.581,93.7
50.5981,93.71
50.6152,93.71
50.6323,93.72
50.6494,93.72
50.6664,93.73
50.6835,93.73
50.7006,93.74
50.7177,93.74
50.7348,93.75
50.7519,93.75
50.769,93.76
50.7861,93.76
50.8031,93.77
50.8202,93.77
50.8373,93.78
50.8544,93.78
50.8715,93.79
50.8886,93.79
50.9057,93.8
50.9228,93.8
50.9398,93.81
50.9569,93.81
50.974,93.82
50.9911,93.82
51.0082,93.83
51.0253,93.83
51.0424,93.84
51.0595,93.84
51.0766,93.85
51.0936,93.85
51.1107,93.86
51.1278,93.86
51.1449,93.87
51.162,93.87
51.1791,93.88
51.1962,93.88
51.2133,93.88
51.2303,93.89
51.2474,93.89
51.2645,93.9
51.2816,93.9
51.2987,93.91
51.3158,93.91
51.3329,93.92
51.35,93.92
51.3671,93.93
51.3841,93.93
51.4012,93.94
51.4183,93.94
51.4354,93.95
51.4525,93.95
51.4696,93.96
51.4867,93.96
51.5038,93.97
51.5208,93.97
51.5379,93.98
51.555,93.98
51.5721,93.99
51.5892,93.99
51.6063,94.0
51.6234,94.0
51.6405,94.0
51.6576,94.01
51.6746,94.01
51.6917,94.02
51.7088,94.02
51.7259,94.03
51.743,94.03
51.7601,94.04
51.7772,94.04
51.7943,94.05
51.8113,94.05
51.8284,94.06
51.8455,94.06
51.8626,94.07
51.8797,94.07
51.8968,94.08
51.9139,94.08
51.931,94.09
51.9481,94.09
51.9651,94.1
51.9822,94.1
51.9993,94.1
52.0164,94.11
52.0335,94.11
52.0506,94.12
52.0677,94.12
52.0848,94.13
52.1018,94.13
52.1189,94.14
52.136,94.14
52.1531,94.15
52.1702,94.15
52.1873,94.16
52.2044,94.16
52.2215,94.17
52.2386,94.17
52.2556,94.18
52.2727,94.18
52.2898,94.18
52.3069,94.19
52.324,94.19
52.3411,94.2
52.3582,94.2
52.3753,94.21
52.3923,94.21
52.4094,94.22
52.4265,94.22
52.4436,94.23
52.4607,94.23
52.4778,94.24
52.4949,94.24
52.512,94.24
52.529,94.25
52.5461,94.25
52.5632,94.26
52.5803,94.26
52.5974,94.27
52.6145,94.27
52.6316,94.28
52.6487,94.28
52.6658,94.29
52.6828,94.29
52.6999,94.3
52.717,94.3
52.7341,94.3
52.7512,94.31
52.7683,94.31
52.7854,94.32
52.8025,94.32
52.8195,94.33
52.8366,94.33
52.8537,94.34
52.8708,94.34
52.8879,94.35
52.905,94.35
52.9221,94.36
52.9392,94.36
52.9563,94.36
52.9733,94.37
52.9904,94.37
53.0075,94.38
53.0246,94.38
53.0417,94.39
53.0588,94.39
53.0759,94.4
53.093,94.4
53.11,94.41
53.1271,94.41
53.1442,94.41
53.1613,94.42
53.1784,94.42
53.1955,94.43
53.2126,94.43
53.2297,94.44
53.2468,94.44
53.2638,94.45
53.2809,94.45
53.298,94.46
53.3151,94.46
53.3322,94.46
53.3493,94.47
53.3664,94.47
53.3835,94.48
53.4005,94.48
53.4176,94.49
53.4347,94.49
53.4518,94.5
53.4689,94.5
53.486,94.5
53.5031,94.51
53.5202,94.51
53.5373,94.52
53.5543,94.52
53.5714,94.53
53.5885,94.53
53.6056,94.54
