customer_id,segment,last_order_date,days_since_last_order,n_orders,historical_value,projected_12m_value,transparent_clv_12m,revenue_at_stake
16586,At Risk,2011-04-05 09:32:00,248,3,1462.78,1279.91,2742.69,1279.91
17582,Can't Lose,2011-04-17 13:18:00,236,5,1450.7,1269.34,2720.04,1269.34
13294,At Risk,2011-06-03 08:54:00,189,3,1689.53,1266.01,2955.54,1266.01
14870,Can't Lose,2011-03-23 10:51:00,261,6,1838.95,1260.76,3099.71,1260.76
16727,Can't Lose,2010-12-10 13:48:00,364,4,1437.42,1257.96,2695.38,1257.96
15441,At Risk,2010-11-08 15:50:00,396,3,1254.21,1257.01,2511.22,1257.01
13803,At Risk,2011-03-29 12:57:00,255,3,1338.91,1242.98,2581.89,1242.98
17438,Can't Lose,2011-03-31 10:26:00,253,5,1422.77,1241.92,2664.69,1241.92
14679,At Risk,2010-11-23 11:51:00,381,3,1289.44,1237.96,2527.4,1237.96
14068,At Risk,2011-01-23 16:02:00,320,4,1528.37,1223.63,2752.0,1223.63
13711,Can't Lose,2011-05-05 10:31:00,218,9,1792.26,1220.32,3012.58,1220.32
14478,At Risk,2010-11-22 15:29:00,382,4,1276.66,1206.66,2483.32,1206.66
15732,Can't Lose,2011-05-11 14:24:00,212,10,1682.07,1202.67,2884.74,1202.67
17496,Can't Lose,2010-12-16 08:39:00,358,4,1412.89,1196.0,2608.89,1196.0
13863,At Risk,2011-04-06 10:20:00,247,4,1239.55,1174.33,2413.88,1174.33
16282,At Risk,2011-01-04 11:42:00,339,3,1307.58,1166.46,2474.04,1166.46
18106,Can't Lose,2011-01-14 12:23:00,329,6,1461.46,1149.29,2610.75,1149.29
16634,Can't Lose,2011-05-01 12:09:00,222,6,1814.61,1136.1,2950.71,1136.1
13531,Can't Lose,2011-05-18 16:56:00,205,6,1738.52,1131.02,2869.54,1131.02
17343,Can't Lose,2010-12-19 15:07:00,355,6,1259.94,1118.5,2378.44,1118.5
13497,Can't Lose,2011-03-02 09:04:00,282,6,1320.33,1111.38,2431.71,1111.38
13740,Can't Lose,2011-04-13 10:32:00,240,5,1597.77,1106.45,2704.22,1106.45
17990,Can't Lose,2011-04-17 11:44:00,236,6,1527.61,1059.88,2587.49,1059.88
13382,Can't Lose,2011-03-04 10:03:00,280,5,1387.58,1052.71,2440.29,1052.71
16756,Can't Lose,2011-05-09 09:33:00,214,7,1312.37,1050.18,2362.55,1050.18
14682,Can't Lose,2011-06-05 12:12:00,187,6,1514.81,1032.65,2547.46,1032.65
18071,Can't Lose,2011-03-27 11:59:00,257,6,1428.63,1028.32,2456.95,1028.32
13243,Can't Lose,2011-05-20 13:14:00,203,5,1278.04,1018.25,2296.29,1018.25
17531,At Risk,2011-06-02 19:17:00,190,3,1266.82,1009.31,2276.13,1009.31
15882,Can't Lose,2011-05-25 11:35:00,198,8,1491.42,970.26,2461.68,970.26
15223,Can't Lose,2011-04-28 11:31:00,225,5,1417.95,960.09,2378.04,960.09
14479,At Risk,2011-03-31 09:07:00,253,4,1299.11,929.59,2228.7,929.59
16159,Can't Lose,2011-03-03 12:27:00,281,4,1232.79,927.57,2160.36,927.57
17454,Can't Lose,2011-05-31 13:58:00,192,10,1547.94,903.49,2451.43,903.49
17142,Can't Lose,2011-04-14 18:22:00,239,4,1283.75,837.55,2121.3,837.55
14320,Can't Lose,2011-05-17 09:24:00,206,5,1346.75,816.8,2163.55,816.8
